,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
458,A-459,2,2017-08-16 11:46:36,2017-08-16 17:46:36,38.84218,-104.81505,38.84218,-104.81505,0.0,At Royer St - Accident.,551.0, N Royer St,R,Colorado Springs,El Paso,CO,80903-3065,US,US/Mountain,KCOS,2017-08-16 11:54:00,68.0,,49.0,29.99,10.0,South,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
459,A-460,3,2020-09-21 12:15:27,2020-09-21 13:16:03,40.440636,-122.287979,40.440636,-122.287979,0.0,Queueing traffic due to accident on I-5 Southbound at Exits 667 667B Locust St.,,I-5 S,R,Anderson,Shasta,CA,96007,US,US/Pacific,KRDD,2020-09-21 11:53:00,82.0,82.0,29.0,29.36,5.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
460,A-461,2,2020-09-12 20:32:00,2020-09-12 23:05:00,28.171101,-81.301735,28.207391,-81.307195,2.529,Stationary traffic from Friars Cove Rd (Florida's Tpke) to Kissimmee Park Rd/Exit 240 (Florida's Tpke) due to accident.,,Florida's Tpke N,R,Saint Cloud,Osceola,FL,34772,US,US/Eastern,KISM,2020-09-12 20:56:00,78.0,78.0,96.0,29.77,10.0,E,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
461,A-462,2,2018-02-13 06:38:17,2018-02-13 07:08:17,29.625639000000003,-95.605909,29.625639000000003,-95.605905,0.0,At TX-41-SPUR/Sugar Creek Blvd - Accident.,9898.0, Highway 90A,R,Sugar Land,Fort Bend,TX,77478-3124,US,US/Central,KSGR,2018-02-13 06:53:00,46.9,,80.0,30.39,10.0,NE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
462,A-463,3,2019-08-21 07:38:04,2019-08-21 11:21:34,36.26545,-86.664017,,,1.29999995232,Accident on TN-45 Robinson Rd both ways between Hickory Industrial Dr and Industrial Rd.,931.0,Robinson Rd,L,Old Hickory,Davidson,TN,37138-3342,US,US/Central,KBNA,2019-08-21 07:53:00,77.0,77.0,79.0,29.44,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
463,A-464,3,2020-05-12 18:05:04,2020-05-12 18:35:04,35.2719,-89.98331999999999,35.2719,-89.98331999999999,0.0,At Fite Rd - Accident.,5452.0, US Highway 51 N,R,Memphis,Shelby,TN,38127-1906,US,US/Central,KNQA,2020-05-12 17:50:00,55.0,55.0,94.0,29.86,10.0,E,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
464,A-465,3,2017-10-24 08:08:08,2017-10-24 09:07:38,34.065228000000005,-117.806824,34.065228000000005,-117.806824,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exits 41 42 42A 42B CA-57.,,I-10 W,R,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,2017-10-24 07:47:00,75.2,,25.0,30.08,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
465,A-466,2,2019-04-06 03:31:56,2019-04-06 04:00:49,30.23708,-93.25941,30.23735,-93.26431,0.293,At LA-378/Exit 27 - Accident. Left lane blocked.,,US-90 E,R,Westlake,Calcasieu,LA,70669,US,US/Central,KCWF,2019-04-06 03:35:00,68.0,68.0,98.0,29.93,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
466,A-467,2,2019-10-15 14:56:04,2019-10-15 15:25:28,42.97337,-85.64375,42.97334,-85.63598,0.3929999999999999,At Fuller Ave/Exit 79 - Accident. Left lane blocked.,,I-196 E,R,Grand Rapids,Kent,MI,49503,US,US/Eastern,KGRR,2019-10-15 14:53:00,56.0,56.0,60.0,28.96,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
467,A-468,2,2018-09-27 07:47:45,2018-09-27 08:17:13,32.778492,-96.916878,32.778492,-96.916878,0.0,Two lanes blocked due to accident on TX-12 Loop Northbound at Trinity River.,,Singleton Blvd,R,Dallas,Dallas,TX,75212,US,US/Central,KDAL,2018-09-27 07:53:00,63.0,,70.0,30.08,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
468,A-469,2,2018-10-23 07:36:44,2018-10-23 08:06:24,39.75475,-86.14495,39.7496,-86.14399,0.359,At I-70/Morris St/Exit 110 - Accident. Left lane blocked.,,I-65 S,R,Indianapolis,Marion,IN,46203,US,US/Eastern,KIND,2018-10-23 07:54:00,41.0,37.1,86.0,30.17,10.0,West,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
469,A-470,2,2017-02-20 13:22:04,2017-02-20 19:22:04,33.87631,-118.12106,33.87628,-118.12874,0.441,At Bellflower Blvd - Accident.,,Artesia Fwy W,R,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2017-02-20 12:53:00,62.1,,70.0,30.25,10.0,SE,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
470,A-471,2,2017-08-31 01:14:21,2017-08-31 07:14:21,41.033882,-74.07123100000001,40.99654,-74.07245,2.5810000000000004,At CR-502/Exit 168 - Accident.,,Garden State Pkwy S,R,Woodcliff Lake,Bergen,NJ,07677,US,US/Eastern,KTEB,2017-08-31 00:51:00,68.0,,70.0,29.91,10.0,West,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
471,A-472,3,2018-08-14 12:53:57,2018-08-14 13:23:37,33.860405,-118.31263,33.860405,-118.31263,0.0,Right hand shoulder blocked due to accident on I-405 Southbound before Exit 38B CA-213 Western Ave.,,I-405 S,R,Torrance,Los Angeles,CA,90504,US,US/Pacific,KHHR,2018-08-14 12:53:00,77.0,,64.0,29.91,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
472,A-473,2,2020-05-20 08:11:44,2020-05-20 09:00:04,32.223412,-110.909508,32.223412,-110.909508,0.0,Accident on Alvernon Way at Elmwood St.,501.0,N Alvernon Way,R,Tucson,Pima,AZ,85711-2867,US,US/Mountain,KDMA,2020-05-20 07:58:00,64.0,64.0,18.0,27.18,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
473,A-474,3,2017-08-30 12:06:33,2017-08-30 13:06:21,44.95071,-93.101265,44.95071,-93.101265,0.0,Accident on I-94 I-35E Westbound at Exit 241C I-35E.,,US-12 W,R,Saint Paul,Ramsey,MN,55102,US,US/Central,KSTP,2017-08-30 11:53:00,79.0,,58.0,30.06,10.0,WSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
474,A-475,2,2019-11-21 07:54:25,2019-11-21 08:23:46,41.595047,-73.764015,41.595047,-73.764015,0.0,Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound after CR-9 Beekman Rd.,,Taconic State Pkwy,R,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2019-11-21 07:53:00,28.0,28.0,88.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
475,A-476,2,2020-12-16 15:07:02,2020-12-16 16:06:45,44.848248,-93.085258,44.848248,-93.085258,0.0,Accident on MN-3 Robert Trl at CR-26 70th St.,,S Robert Trl,R,Inver Grove Heights,Dakota,MN,55077,US,US/Central,KSGS,2020-12-16 15:15:00,30.0,25.0,53.0,29.14,10.0,SSE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
476,A-477,2,2019-09-27 06:25:00,2019-09-27 06:56:45,33.916758,-118.285871,33.916758,-118.285871,0.0,At El Segundo Blvd - Accident.,,Harbor Fwy S,R,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2019-09-27 06:53:00,68.0,68.0,76.0,29.87,10.0,W,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
477,A-478,2,2020-11-25 22:25:50,2020-11-26 00:45:45,25.875916,-80.169012,25.876064000000003,-80.164497,0.281,Incident on NE 109TH ST near HOUSE 1511 Drive with caution.,1400.0, NE 109th St,R,Miami,Miami-Dade,FL,33161-7433,US,US/Eastern,KOPF,2020-11-25 22:53:00,74.0,74.0,71.0,30.17,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
478,A-479,2,2020-04-21 15:07:34,2020-04-21 16:07:49,42.218056,-87.845528,42.218056,-87.845528,0.0,Lane blocked due to accident on US-41 Skokie Hwy at Old Elm Rd.,1498.0,S Skokie Hwy,R,Lake Forest,Lake,IL,60045-4322,US,US/Central,KPWK,2020-04-21 14:52:00,50.0,50.0,24.0,29.27,10.0,WNW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
479,A-480,2,2020-12-23 02:56:00.000000000,2020-12-23 05:31:50.000000000,40.944124,-77.729827,40.944144,-77.723247,0.3429999999999999,Crash on I-80 eastbound 0 miles EAST of Exit 161: US 220 SOUTH/PA 26 - BELLEFONTE. There is a ramp restriction.,,I-80 E,R,Bellefonte,Centre,PA,16823,US,US/Eastern,KUNV,2020-12-23 02:55:00,32.0,27.0,75.0,28.9,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
480,A-481,3,2020-07-27 18:32:24,2020-07-27 20:57:22,37.7855,-122.391823,,,1.45000004768,Exit ramp from I-80 Westbound at Exits 2B 2C to Fremont St Northbound restrictions on exit ramp due to accident.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2020-07-27 18:53:00,64.0,64.0,70.0,29.91,10.0,WNW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
481,A-482,3,2018-01-16 00:03:21,2018-01-16 06:03:21,42.291234,-87.904834,42.28576,-87.908323,0.418,At IL-176/Rockland Rd - Accident.,,Tri State Tollway S,R,Lake Bluff,Lake,IL,60044,US,US/Central,KUGN,2018-01-16 00:07:00,18.0,7.7,81.0,30.28,0.5,West,8.1,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
482,A-483,4,2017-01-23 20:34:04,2017-01-24 02:34:04,40.66045,-73.8672,40.660467,-73.867521,0.017,Closed between Fountain Ave and Logan St - Road closed due to accident.,,Flatlands Ave,R,Brooklyn,Kings,NY,11239,US,US/Eastern,KJFK,2017-01-23 20:51:00,37.9,25.5,89.0,29.58,6.0,NNE,31.1,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
483,A-484,2,2017-05-08 18:41:50,2017-05-08 19:26:38,42.279732,-87.87854,,,0.01,Accident on IL-43 Waukegan Rd Southbound at IL-176 Rockland Rd.,2098.0,Waukegan Rd,L,Lake Forest,Lake,IL,60045,US,US/Central,KPWK,2017-05-08 18:52:00,46.0,42.5,54.0,30.07,10.0,East,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
484,A-485,2,2018-12-26 11:07:00,2018-12-26 11:36:24,28.74878,-81.93167,28.753390000000003,-81.9365,0.433,At CR-470 - Accident. Left lane blocked.,,Florida's Tpke N,R,Okahumpka,Lake,FL,34762,US,US/Eastern,KLEE,2018-12-26 10:53:00,66.9,,70.0,30.33,10.0,NNE,13.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
485,A-486,2,2020-05-20 13:16:43,2020-05-20 13:31:43,40.59617,-75.33734,40.59641,-75.3396,0.12,At PA-412/Exit 67 - Accident. Hard shoulder blocked. Lane blocked. Traffic problem.,,I-78 W,R,Bethlehem,Northampton,PA,18015,US,US/Eastern,KABE,2020-05-20 12:51:00,62.0,62.0,29.0,30.0,10.0,ESE,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
486,A-487,2,2020-10-12 23:30:43,2020-10-13 01:55:53,39.53414,-77.920006,39.49851,-77.95455600000001,3.074,Incident on I-81 SB near I-81 Drive with caution.,,I-81 S,R,Martinsburg,Berkeley,WV,25404,US,US/Eastern,KMRB,2020-10-12 23:53:00,53.0,53.0,96.0,29.37,3.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
487,A-488,2,2018-04-19 14:38:32,2018-04-19 20:38:32,33.0448,-117.28601,33.05146,-117.28802,0.475,At Encinitas Blvd/Exit 41B - Accident. in the right lane.,,I-5 N,R,Encinitas,San Diego,CA,92024,US,US/Pacific,KCRQ,2018-04-19 14:53:00,59.0,,55.0,30.05,10.0,WSW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
488,A-489,2,2019-05-17 10:46:48,2019-05-17 13:24:39,34.739841,-86.662178,34.739841,-86.662178,0.0,Lane blocked due to accident on US-72 University Dr Westbound at Old Monrovia Rd.,,Old Monrovia Rd NW,R,Huntsville,Madison,AL,35806,US,US/Central,KHUA,2019-05-17 10:58:00,82.0,82.0,56.0,29.27,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
489,A-490,3,2016-09-19 05:40:59,2016-09-19 06:26:22,40.792934,-73.82396700000001,40.792934,-73.82396700000001,0.0,Two lanes blocked due to accident on I-678 Bronx Whitestone Brg Southbound between Bronx (New York) and Queens (New York).,,Bronx Whitestone Brg S,R,Whitestone,Queens,NY,11357,US,US/Eastern,KLGA,2016-09-19 05:51:00,75.9,,87.0,29.99,7.0,SSW,9.2,0.02,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
490,A-491,2,2018-06-23 11:52:19,2018-06-23 12:21:41,35.761955,-78.744987,35.761955,-78.744987,0.0,Accident on US-1 at Exit 101 US-64.,,Walnut St,R,Cary,Wake,NC,27511,US,US/Eastern,KRDU,2018-06-23 11:51:00,88.0,,63.0,29.85,10.0,WSW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
491,A-492,3,2017-09-08 18:58:44,2017-09-08 19:28:19,42.298378,-83.878075,42.298378,-83.878075,0.0,Right lane blocked due to accident on I-94 Westbound after Exit 167 Baker Rd.,,Baker Rd,R,Dexter,Washtenaw,MI,48130,US,US/Eastern,KARB,2017-09-08 18:53:00,64.0,,54.0,30.26,10.0,North,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
492,A-493,2,2017-03-03 06:27:13,2017-03-03 06:56:59,40.891945,-79.81309499999999,40.891945,-79.81309499999999,0.0,Accident on Bonniebrook Rd near Old East Butler Rd.,1030.0,Bonniebrook Rd,R,Butler,Butler,PA,16002-0008,US,US/Eastern,KBTP,2017-03-03 06:35:00,24.8,16.9,69.0,30.24,10.0,West,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
493,A-494,2,2017-08-24 13:58:39,2017-08-24 14:28:11,37.929001,-122.057755,37.929001,-122.057755,0.0,Lane blocked due to accident on Oak Rd at Wayne Ct.,3000.0,Oak Rd,L,Walnut Creek,Contra Costa,CA,94597-2080,US,US/Pacific,KCCR,2017-08-24 13:53:00,81.0,,45.0,29.81,10.0,SSW,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
494,A-495,2,2018-01-29 13:48:18,2018-01-29 19:48:18,32.93891,-80.04954000000001,32.94338,-80.05269,0.359,At US-52/Exit 208 - Accident.,,I-26 W,R,North Charleston,Charleston,SC,29420,US,US/Eastern,KCHS,2018-01-29 13:56:00,61.0,,81.0,29.9,10.0,NNW,16.1,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
495,A-496,2,2020-06-14 03:37:08,2020-06-14 06:28:05,42.874249,-78.787849,42.874249,-78.787849,0.0,Accident on I-190 Eastbound at Exits 1-52 54-61.,,I-90 E,R,Buffalo,Erie,NY,14227,US,US/Eastern,KBUF,2020-06-14 03:54:00,45.0,42.0,76.0,29.6,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
496,A-497,2,2017-06-28 08:01:46,2017-06-28 08:31:22,47.649307,-122.34946399999998,47.649307,-122.34946399999998,0.0,Restrictions due to accident on 34th St at Fremont Ave.,3351.0,Fremont Ave N,L,Seattle,King,WA,98103,US,US/Pacific,KBFI,2017-06-28 07:53:00,57.9,,84.0,30.03,10.0,South,9.2,,Overcast,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
497,A-498,2,2019-01-30 10:03:50,2019-01-30 10:33:35,47.668671,-122.376221,47.668671,-122.376221,0.0,Left lane blocked due to accident on 15th Ave Southbound at Market St.,,NW Market St,R,Seattle,King,WA,98107,US,US/Pacific,KBFI,2019-01-30 09:53:00,39.0,,79.0,30.03,10.0,Calm,,,Clear,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
498,A-499,2,2020-10-29 18:18:20,2020-10-29 20:34:12,41.565275,-72.774369,41.562706,-72.775415,0.186,Incident on N BROAD ST near HOUSE 1722 Expect long delays.,1750.0, N Broad St,L,Meriden,New Haven,CT,06450-2465,US,US/Eastern,KMMK,2020-10-29 18:08:00,46.0,41.0,89.0,29.55,8.0,N,9.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
499,A-500,2,2018-11-15 07:41:49,2018-11-15 08:11:17,37.37431,-77.40599,37.37725,-77.40811,0.2339999999999999,At VA-288/Exit 62 - Accident. Left lane blocked.,,I-95 N,R,Chester,Chesterfield,VA,23836,US,US/Eastern,KFCI,2018-11-15 07:40:00,35.6,28.6,93.0,30.28,10.0,NE,9.2,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
500,A-501,2,2019-10-09 06:24:00,2019-10-09 06:57:12,34.177111,-118.4685,34.177111,-118.4685,0.0,At Burbank Blvd/Exit 64 - Accident.,,I-405 S,R,Van Nuys,Los Angeles,CA,91411,US,US/Pacific,KVNY,2019-10-09 06:51:00,60.0,60.0,83.0,29.01,4.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
501,A-502,2,2016-05-18 12:49:01,2016-05-18 13:19:01,41.190815,-96.08139,41.190815,-96.08139,0.0,Accident on 108th St at Harrison St.,,Harrison St,R,La Vista,Sarpy,NE,68128,US,US/Central,KMLE,2016-05-18 12:55:00,67.6,,38.0,30.22,10.0,ESE,8.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
502,A-503,3,2020-01-26 16:50:26,2020-01-26 18:03:43,37.192772,-77.327789,37.192772,-77.327789,0.0,One Northbound lane blocked due to accident on I-295 Northbound at Exits 3A 3B / US-460 County Dr.,,I-295 N,R,Prince George,Prince George,VA,23875,US,US/Eastern,KPTB,2020-01-26 16:55:00,49.0,46.0,43.0,29.62,10.0,WSW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
503,A-504,2,2018-11-15 04:41:24,2018-11-15 05:23:00,40.552364,-74.31774899999999,40.552364,-74.31774899999999,0.0,Right lane blocked due to accident on Garden State Pkwy Southbound before Exit 130 US-1.,,US Highway 1,R,Fords,Middlesex,NJ,08863,US,US/Eastern,KLDJ,2018-11-15 04:35:00,31.5,,47.0,30.59,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
504,A-505,2,2020-11-17 21:49:30,2020-11-17 21:59:00,34.293619,-118.470243,34.285569,-118.468213,0.568,Stationary traffic on San Diego Fwy S - I-405 S from San Diego Fwy S exit [158] to Rinaldi St exit [72] due to accident.,,Golden State Fwy S,R,Granada Hills,Los Angeles,CA,91344,US,US/Pacific,KVNY,2020-11-17 21:51:00,59.0,59.0,46.0,29.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
505,A-506,2,2016-08-17 18:26:13,2016-08-18 00:26:13,40.62268,-80.09659,40.60991,-80.09494000000001,0.887,At PA-910/Exit 73 - Accident.,,I-79 S,R,Wexford,Allegheny,PA,15090,US,US/Eastern,KBTP,2016-08-17 18:35:00,73.4,,88.0,30.1,10.0,SW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
506,A-507,2,2016-12-13 17:02:27,2016-12-13 17:47:11,40.704742,-73.995041,,,0.01,Left lane blocked due to accident on Brooklyn Brg Eastbound in Manhattan.,,Brooklyn Brg,R,Manhattan,New York,NY,10038,US,US/Eastern,KJRB,2016-12-13 16:56:00,42.1,38.4,55.0,30.12,,SW,5.8,0.07,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
507,A-508,3,2018-03-09 06:12:54,2018-03-09 06:41:36,38.646744,-90.530266,38.646744,-90.530266,0.0,Accident on I-64 Eastbound before Exit 21.,,US-61 N,R,Chesterfield,St. Louis County,MO,63017,US,US/Central,KSUS,2018-03-09 05:54:00,24.1,,91.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
508,A-509,2,2019-10-25 10:46:48,2019-10-25 11:46:29,32.811832,-96.817413,32.811832,-96.817413,0.0,Accident on Wycliff Ave at Dallas North Tlwy.,,Wycliff Ave,R,Dallas,Dallas,TX,75219,US,US/Central,KDAL,2019-10-25 10:53:00,48.0,42.0,89.0,29.59,8.0,NW,17.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
509,A-510,3,2020-05-01 13:07:45,2020-05-01 13:47:44,40.80842,-73.94493,40.80842,-73.94493,0.0,At 129th St - Accident.,,W 126th St,R,New York,New York,NY,10027,US,US/Eastern,KNYC,2020-05-01 13:12:00,60.0,60.0,86.0,29.59,10.0,WNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
510,A-511,2,2020-02-14 11:10:25,2020-02-14 12:14:41,30.428614000000003,-97.681252,30.428614000000003,-97.681252,0.0,Accident on Howard Ln at Turbine Dr.,,W Howard Ln,R,Austin,Travis,TX,78727,US,US/Central,KATT,2020-02-14 10:51:00,48.0,45.0,54.0,29.73,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
511,A-512,2,2018-04-17 11:21:59,2018-04-17 17:21:59,37.55187,-122.30963,37.54908,-122.31529,0.365,At CA-82/El Camino Real - Accident. Left lane blocked.,,CA-92 W,R,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,2018-04-17 11:50:00,57.2,,55.0,30.33,10.0,North,3.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
512,A-513,2,2020-10-21 15:33:00,2020-10-21 16:51:19,30.158553,-97.776615,30.158731,-97.776051,0.036,Incident on BRANDT RD near E SLAUGHTER Drive with caution.,2462.0, Brandt Rd,L,Austin,Travis,TX,78744,US,US/Central,KAUS,2020-10-21 15:53:00,87.0,87.0,48.0,29.38,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
513,A-514,2,2019-08-07 06:43:51,2019-08-07 07:43:39,26.61306,-81.793472,26.61306,-81.793472,0.0,Accident on CR-884 Colonial Blvd at Dynasty Dr.,,Colonial Blvd,R,Fort Myers,Lee,FL,33905,US,US/Eastern,KFMY,2019-08-07 06:53:00,76.0,76.0,94.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
514,A-515,3,2020-09-16 13:45:43,2020-09-16 14:44:48,40.629429,-111.90229,,,0.319999992847,Entry ramp to I-215 Northbound from I-15 Northbound lane blocked due to accident.,6620.0,S 400 W,R,Salt Lake City,Salt Lake,UT,84107-7081,US,US/Mountain,KU42,2020-09-16 13:54:00,86.0,86.0,13.0,25.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
515,A-516,2,2017-10-04 08:25:19,2017-10-04 08:55:04,43.012321,-85.657928,43.012321,-85.657928,0.0,Accident on Coit Ave at Russwood St.,498.0,Russwood St NE,R,Grand Rapids,Kent,MI,49505-3559,US,US/Eastern,KGRR,2017-10-04 08:40:00,71.1,,90.0,30.24,2.0,SW,17.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
516,A-517,2,2020-01-13 06:19:46,2020-01-13 07:38:27,34.366240999999995,-117.65341200000002,,,0.0,Accident and black ice on CA-2 Big Pines Hwy near Flume Canyon Dr.,26700.0,Angeles Crest Hwy,R,Llano,Los Angeles,CA,93544,US,US/Pacific,KGXA,2020-01-13 05:58:00,33.0,28.0,76.0,26.87,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
517,A-518,2,2018-12-18 16:12:43,2018-12-18 16:42:37,35.827309,-78.620354,35.827309,-78.620354,0.0,Accident on Wake Forest Rd at Navaho Dr.,1149.0,Navaho Dr,L,Raleigh,Wake,NC,27609-7312,US,US/Eastern,KRDU,2018-12-18 15:51:00,51.1,,38.0,30.14,10.0,Calm,,,Scattered Clouds,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
518,A-519,3,2019-04-07 15:01:06,2019-04-07 15:30:54,34.148075,-118.469818,34.148075,-118.469818,0.0,Lane blocked due to accident on I-405 Southbound at Exit 63A Fiume St.,,I-405 S,R,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2019-04-07 14:51:00,89.0,89.0,18.0,29.23,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
519,A-520,2,2016-08-23 18:48:32,2016-08-23 19:33:32,32.749599,-116.92968799999998,32.749599,-116.92968799999998,0.0,Accident on Brabham St near Via Rancho San Diego.,1423.0,Brabham St,R,El Cajon,San Diego,CA,92019-4389,US,US/Pacific,KSEE,2016-08-23 18:50:00,77.0,,50.0,29.99,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
